CycD	CycD	0.000000
CycD	Rb	0.006689
CycD	E2F	0.099101
CycD	CycE	0.076651
CycD	CycA	0.064837
CycD	P27	0.006689
CycD	Cdc20	0.267279
CycD	UbcH10	0.120299
CycD	Cdh1	0.107788
CycD	CycB	0.315361
Rb	CycD	0.000000
Rb	Rb	0.000000
Rb	E2F	0.105792
Rb	CycE	0.076061
Rb	CycA	0.063333
Rb	P27	0.000000
Rb	Cdc20	0.269844
Rb	UbcH10	0.122932
Rb	Cdh1	0.107788
Rb	CycB	0.317833
E2F	CycD	0.000000
E2F	Rb	0.000182
E2F	E2F	0.000000
E2F	CycE	0.103816
E2F	CycA	0.061580
E2F	P27	0.000183
E2F	Cdc20	0.000000
E2F	UbcH10	0.005304
E2F	Cdh1	0.107788
E2F	CycB	0.004377
CycE	CycD	0.000000
CycE	Rb	0.000656
CycE	E2F	0.000000
CycE	CycE	0.000000
CycE	CycA	0.065644
CycE	P27	0.000657
CycE	Cdc20	0.005457
CycE	UbcH10	0.120093
CycE	Cdh1	0.107788
CycE	CycB	0.317833
CycA	CycD	0.000000
CycA	Rb	0.000969
CycA	E2F	0.004568
CycA	CycE	0.000000
CycA	CycA	0.000000
CycA	P27	0.000966
CycA	Cdc20	0.271206
CycA	UbcH10	0.120093
CycA	Cdh1	0.107788
CycA	CycB	0.317833
P27	CycD	0.000000
P27	Rb	0.000000
P27	E2F	0.105792
P27	CycE	0.075121
P27	CycA	0.063333
P27	P27	0.000000
P27	Cdc20	0.269815
P27	UbcH10	0.116860
P27	Cdh1	0.102905
P27	CycB	0.313312
Cdc20	CycD	0.000000
Cdc20	Rb	0.000755
Cdc20	E2F	0.092903
Cdc20	CycE	0.001083
Cdc20	CycA	0.000566
Cdc20	P27	0.000758
Cdc20	Cdc20	0.000000
Cdc20	UbcH10	0.005304
Cdc20	Cdh1	0.000000
Cdc20	CycB	0.000000
UbcH10	CycD	0.000000
UbcH10	Rb	0.000656
UbcH10	E2F	0.092903
UbcH10	CycE	0.065426
UbcH10	CycA	0.000880
UbcH10	P27	0.000657
UbcH10	Cdc20	0.299915
UbcH10	UbcH10	0.000000
UbcH10	Cdh1	0.000000
UbcH10	CycB	0.000000
Cdh1	CycD	0.000000
Cdh1	Rb	0.000631
Cdh1	E2F	0.000738
Cdh1	CycE	0.036086
Cdh1	CycA	0.000566
Cdh1	P27	0.000629
Cdh1	Cdc20	0.269844
Cdh1	UbcH10	0.120093
Cdh1	Cdh1	0.000000
Cdh1	CycB	0.331732
CycB	CycD	0.000000
CycB	Rb	0.000372
CycB	E2F	0.000000
CycB	CycE	0.000000
CycB	CycA	0.000000
CycB	P27	0.000367
CycB	Cdc20	0.301278
CycB	UbcH10	0.000000
CycB	Cdh1	0.000000
CycB	CycB	0.000000
